"id","Protein.Name","Accession.Number","Molecular.Weight","Identified.Peptide.Count","Protein.Group.Score","Quantitative.Value","Kinter_120720_DIA_Pool_1.mzML","Kinter_120720_DIA_Pool_2.mzML","Kinter_120720_DIA_Pool_3.mzML","Kinter_120720_DIA_Sample_01_Q11_1D.mzML","Kinter_120720_DIA_Sample_02_Q11_2D.mzML","Kinter_120720_DIA_Sample_03_Q11_3D.mzML","Kinter_120720_DIA_Sample_04_Q11_3D_20210220114346.mzML","Kinter_120720_DIA_Sample_05_Q12_1D.mzML","Kinter_120720_DIA_Sample_06_Q12_2D.mzML","Kinter_120720_DIA_Sample_07_Q12_3D.mzML","Kinter_120720_DIA_Sample_08_Q12_3D_20210220125525.mzML","Kinter_120720_DIA_Sample_09_Q13_1D.mzML","Kinter_120720_DIA_Sample_10_Q13_2D.mzML","Kinter_120720_DIA_Sample_11_Q13_3D.mzML","Kinter_120720_DIA_Sample_12_Q13_3D_20210220140656.mzML","Kinter_120720_DIA_Sample_14_Q14_1D.mzML","Kinter_120720_DIA_Sample_15_Q14_2D.mzML","Kinter_120720_DIA_Sample_16_Q14_3D.mzML","Kinter_120720_DIA_Sample_17_Q15_1D.mzML","Kinter_120720_DIA_Sample_18_Q15_2D.mzML","Kinter_120720_DIA_Sample_19_Q15_3D.mzML","Kinter_120720_DIA_Sample_20_R71_1D.mzML","Kinter_120720_DIA_Sample_21_R71_2D.mzML","Kinter_120720_DIA_Sample_22_R71_3D.mzML","Kinter_120720_DIA_Sample_23_R72_1D.mzML","Kinter_120720_DIA_Sample_24_R72_2D.mzML","Kinter_120720_DIA_Sample_25_R72_3D.mzML","Kinter_120720_DIA_Sample_26_R73_1D.mzML","Kinter_120720_DIA_Sample_27_R73_2D.mzML","Kinter_120720_DIA_Sample_28_R73_3D.mzML","Kinter_120720_DIA_Sample_29_R74_1D.mzML","Kinter_120720_DIA_Sample_30_R74_2D.mzML","Kinter_120720_DIA_Sample_31_R74_3D.mzML","Kinter_120720_DIA_Sample_32_R75_1D.mzML","Kinter_120720_DIA_Sample_33_R75_2D.mzML","Kinter_120720_DIA_Sample_34_R75_3D.mzML"
"1360","sp|O55028|BCKD_MOUSE [3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Mus musculus OX=10090 GN=Bckdk PE=1 SV=1","sp|O55028|BCKD_MOUSE","47 kDa",4,0.999156664,0,1396494,1321549,1115880,2453964,1288210,1472090,1383110,1378509,1035354,598479.9,592403.1,2345979,2237841,854803.3,1272371,1913725,1231602,692437.6,1758680,898840.1,672981.9,1499443,783585.4,997778,660750.3,866619.7,770297.8,906595.7,914095.1,612290.1,885257.6,894006.5,931400,1100729,1286920,686118.4
"1361","sp|Q6NVE9|PPTC7_MOUSE Protein phosphatase PTC7 homolog OS=Mus musculus OX=10090 GN=Pptc7 PE=1 SV=1","sp|Q6NVE9|PPTC7_MOUSE","33 kDa",5,0.999156163,0,2613018,2530786,1627324,8496270,5731337,3814931,9905052,3524617,2827271,832473.8,1608701,3449283,3203820,1053935,1441406,2939343,2953697,1303830,3092778,2838960,1444219,3861489,3246436,1660503,2382481,2153175,1588568,1781175,1630231,881207.9,1896020,1821033,1118959,2524705,2169976,1473042
"1362","Group of sp|P01644|KV5AB_MOUSE Ig kappa chain V-V region HP R16.7 OS=Mus musculus OX=10090 PE=1 SV=1","sp|P01644|KV5AB_MOUSE (+2)","0",3,0.999155284,0,477692.8,430907.1,357414.8,384442.4,317919.7,144516.9,375891.3,665760.5,403212.1,95971.22,224947.6,657381.1,494744.3,263912.3,488668.1,732690.6,543892.1,470860.3,273396.7,114080.6,206794,242228.8,388840.3,226492.3,327166.3,205379.1,227885.9,290639.5,274604.6,309789.7,167157.3,216887.3,121927.2,410792.2,301311.6,167892.3
"1362.1","sp|P01644|KV5AB_MOUSE Ig kappa chain V-V region HP R16.7 OS=Mus musculus OX=10090 PE=1 SV=1","sp|P01644|KV5AB_MOUSE","12 kDa",3,0.999155284,0,477692.8,430907.1,357414.8,384442.4,317919.7,144516.9,375891.3,665760.5,403212.1,95971.22,224947.6,657381.1,494744.3,263912.3,488668.1,732690.6,543892.1,470860.3,273396.7,114080.6,206794,242228.8,388840.3,226492.3,327166.3,205379.1,227885.9,290639.5,274604.6,309789.7,167157.3,216887.3,121927.2,410792.2,301311.6,167892.3
"1362.2","sp|P01645|KV5AC_MOUSE Ig kappa chain V-V region HP 93G7 OS=Mus musculus OX=10090 PE=1 SV=1","sp|P01645|KV5AC_MOUSE","12 kDa",3,0.999155284,0,477692.8,430907.1,357414.8,384442.4,317919.7,144516.9,375891.3,665760.5,403212.1,95971.22,224947.6,657381.1,494744.3,263912.3,488668.1,732690.6,543892.1,470860.3,273396.7,114080.6,206794,242228.8,388840.3,226492.3,327166.3,205379.1,227885.9,290639.5,274604.6,309789.7,167157.3,216887.3,121927.2,410792.2,301311.6,167892.3
"1362.3","tr|A0A140T8M1|A0A140T8M1_MOUSE Immunoglobulin kappa variable 10-96 (Fragment) OS=Mus musculus OX=10090 GN=Igkv10-96 PE=4 SV=2","tr|A0A140T8M1|A0A140T8M1_MOUSE","13 kDa",3,0.999155284,0,477692.8,430907.1,357414.8,384442.4,317919.7,144516.9,375891.3,665760.5,403212.1,95971.22,224947.6,657381.1,494744.3,263912.3,488668.1,732690.6,543892.1,470860.3,273396.7,114080.6,206794,242228.8,388840.3,226492.3,327166.3,205379.1,227885.9,290639.5,274604.6,309789.7,167157.3,216887.3,121927.2,410792.2,301311.6,167892.3
"1363","sp|P62843|RS15_MOUSE 40S ribosomal protein S15 OS=Mus musculus OX=10090 GN=Rps15 PE=1 SV=2","sp|P62843|RS15_MOUSE","17 kDa",2,0.999154935,0,1722417,2157641,1640954,3709411,3417384,3649757,5059435,3313904,1670823,918577.3,2086397,2904803,2254938,1197222,1944322,1747196,2312879,1755489,1945540,2469764,2630528,2622497,3159859,2497842,2337512,2091546,2503148,2193704,2359505,1992249,2567594,1809632,1886874,3401561,2904774,2589837
"1364","sp|P53702|CCHL_MOUSE Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2","sp|P53702|CCHL_MOUSE","31 kDa",8,0.999154345,0,11992120,13186100,8536581,24591780,16492180,16452420,27271050,14356350,10995230,6073768,10434070,15891080,16057610,9212255,11439330,10012490,11144570,9092933,14201890,10892490,10206190,22070760,20645080,16310570,13196390,11409580,10686380,10511000,9243786,9403830,12683750,11012430,11219960,13172830,11444880,13806550
"1365","sp|Q91YQ5|RPN1_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Rpn1 PE=1 SV=1","sp|Q91YQ5|RPN1_MOUSE","69 kDa",12,0.999152977,0,8410288,7088938,6971429,11221940,9217020,6953915,11876500,7338258,6604210,3626696,5043351,8047750,7986187,5136735,5319795,7472313,8448169,5547249,8018027,8129980,4872745,10549860,10674250,8401133,8599214,8600724,6697636,7436097,7143757,5011270,7790286,7185898,5422071,8781481,8084894,6457130
"1366","sp|Q8BHC4|DCAKD_MOUSE Dephospho-CoA kinase domain-containing protein OS=Mus musculus OX=10090 GN=Dcakd PE=1 SV=1","sp|Q8BHC4|DCAKD_MOUSE","26 kDa",3,0.999150108,0,386893.3,508875,705804.3,375560.5,724886.5,198831.8,471602.3,336454.3,731537.9,410842.3,424875.4,532004.7,537627.7,79418.89,327411.8,566529.4,685749.4,536518.5,486223.8,570245.7,448483.3,610696.2,559712.9,692129,652959.3,446466,432929.2,717714.6,424367.7,598613.9,406360.5,350026.8,605822.4,696039.2,695098.4,512540.6
"1367","sp|O70325|GPX4_MOUSE Phospholipid hydroperoxide glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4 PE=1 SV=4","sp|O70325|GPX4_MOUSE","22 kDa",8,0.999148214,0,36305130,34922220,33333910,54405510,44030200,28092370,45519640,41181510,35165660,19523590,25255400,43756030,43351050,26323660,32175620,38387630,42997750,31525850,38530950,38744210,29371460,56093350,56541830,41934730,40613660,38443050,30495430,30918580,26580050,21434220,32532800,23950250,25020690,34805540,31416730,25500180
"1368","sp|Q9WTU6|MK09_MOUSE Mitogen-activated protein kinase 9 OS=Mus musculus OX=10090 GN=Mapk9 PE=1 SV=2","sp|Q9WTU6|MK09_MOUSE","48 kDa",4,0.999146946,0,776936.7,728918.6,480705.4,1208596,774528,251927.3,616385.1,747952.8,620054.6,343853.6,262732.7,787049.9,704697,201552.2,527868.3,711174.1,643821.4,403182,575824.5,665526.6,425049,706347.8,630963.2,486680,538025.1,211655.6,474252,150587.8,469866.7,287782.3,471435.6,522697.9,419753.1,382093.4,384135.6,491066.9
"1369","sp|Q9CQX2|CYB5B_MOUSE Cytochrome b5 type B OS=Mus musculus OX=10090 GN=Cyb5b PE=1 SV=1","sp|Q9CQX2|CYB5B_MOUSE","16 kDa",3,0.99914691,0,5638239,4771942,2372608,27520010,15190000,19362570,39408130,7147115,6081729,814313.1,2540065,6111967,5386546,1343515,2463962,7036108,5539069,1754703,6566691,5879017,2679112,6842948,7198960,3042356,5131340,4610801,2689103,4760942,3840766,2732617,5622796,5078402,3815308,5303396,5072662,4002481
"1370","sp|P63325|RS10_MOUSE 40S ribosomal protein S10 OS=Mus musculus OX=10090 GN=Rps10 PE=1 SV=1","sp|P63325|RS10_MOUSE","19 kDa",4,0.999146814,0,191133.1,394907.7,52908.04,461519.8,339822.7,102603.5,329899.8,306062.3,268546.2,5256.8,62411.65,193008,80707.39,30155.48,106578.6,294352.2,168446.8,110772.9,141736.2,74389.88,47702.87,211969.8,90719.22,103590.4,143726.2,210708.9,127654.2,76877.36,46928.67,61654.76,60669.37,106468.6,104789.7,190546.2,98152.61,34068.01
"1371","sp|O70548|TELT_MOUSE Telethonin OS=Mus musculus OX=10090 GN=Tcap PE=1 SV=1","sp|O70548|TELT_MOUSE","19 kDa",5,0.999145479,0,5089265,4056384,3024760,6333828,4706355,3743970,6188494,3430248,3596812,1655791,2332943,4198200,3274840,2044829,2351201,9866866,8477447,4836883,3913730,4429354,2869411,3585515,3445324,2213103,3580684,3305655,2358697,2958040,2319702,2180958,3605855,3467920,2449883,3396612,3178628,2613836
"1372","sp|P61087|UBE2K_MOUSE Ubiquitin-conjugating enzyme E2 K OS=Mus musculus OX=10090 GN=Ube2k PE=1 SV=3","sp|P61087|UBE2K_MOUSE","22 kDa",8,0.99914308,0,21079540,20004090,17242870,53871610,36334360,23971930,60712750,27124040,22951310,10306550,15223620,29038680,25660660,14320190,15378570,24875620,25830330,15505250,26054000,23901760,15980540,24500660,24813590,17585510,21470870,21420010,16238310,15922900,17682330,14044170,17220990,15150090,14979010,21224110,18980720,16525960
"1373","sp|P18826|KPB1_MOUSE Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Phka1 PE=1 SV=3","sp|P18826|KPB1_MOUSE","139 kDa",11,0.999142536,0,2464768,2296129,3040914,5394927,5227800,3000666,4865357,4668758,3216622,2169330,2801370,4289679,3861523,2674786,2359914,2445677,3785981,2646444,3390393,3610661,2899609,3797830,3202649,3044228,2950349,2542704,2213422,2134277,1970624,1368232,2219191,2079714,2353916,2832683,2558853,2592184
"1374","sp|Q9R0Q7|TEBP_MOUSE Prostaglandin E synthase 3 OS=Mus musculus OX=10090 GN=Ptges3 PE=1 SV=1","sp|Q9R0Q7|TEBP_MOUSE","19 kDa",5,0.999142379,0,4750139,4861235,3211198,13813180,8685686,8964382,16026850,5895986,5109420,1488633,3169250,5542708,4712596,1831275,3122518,4856855,5133183,2330593,5336439,5531175,2799944,4939019,4437541,2961566,4001870,4105893,2658136,3677452,3320726,2452556,3443784,2929134,2821109,4143631,4017790,2924516
"1375","sp|Q3TW96|UAP1L_MOUSE UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1","sp|Q3TW96|UAP1L_MOUSE","57 kDa",4,0.999142065,0,3855765,3907349,3512992,5383270,3968215,2200364,5623074,4064984,3242546,2023665,2779428,3605257,3650330,2246450,3407889,3553625,4127104,2660034,3271983,3415711,2783196,4947497,4840989,3351730,4649488,3594333,3717741,3171638,2813592,2704746,2725079,3203398,2385970,3632391,3530268,2270640
"1376","sp|O55026|ENTP2_MOUSE Ectonucleoside triphosphate diphosphohydrolase 2 OS=Mus musculus OX=10090 GN=Entpd2 PE=1 SV=2","sp|O55026|ENTP2_MOUSE","54 kDa",4,0.999142021,0,4040009,3786500,4125686,5411841,5290973,5117044,5324195,5030129,4174253,1964646,3484630,4438214,4524797,2459999,3019670,3637979,3860569,2355894,3650058,3267607,2694668,6404584,6242721,5108153,5014523,5662446,4290023,4550825,4480743,3433311,4306248,3823750,2432923,3603109,3634138,3268931
"1377","sp|P61939|THBG_MOUSE Thyroxine-binding globulin OS=Mus musculus OX=10090 GN=Serpina7 PE=2 SV=1","sp|P61939|THBG_MOUSE","47 kDa",2,0.999138572,0,740652.7,822763.7,923625.8,439529.7,422460.2,238823.7,36076.65,1214613,1013112,779374.2,1026127,996609.8,981700.7,900866.5,1026503,525214.7,653130.6,548040.8,396387.3,331878.7,225238,874000.4,907864.8,780991.5,844583.2,752942.7,802854.5,525944.7,351769.3,321522.4,603974.7,598589.6,942547.5,1431102,1352503,1246530
"1378","sp|P58774|TPM2_MOUSE Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1","sp|P58774|TPM2_MOUSE","33 kDa",15,0.999137367,0,46872900,77484270,104117100,93777330,83533410,124158600,117037800,80726880,64182470,67288810,67562800,79827760,81627430,87934540,97859600,79920110,88509820,107275700,59648950,79655200,91254780,54584470,19061920,101082000,43481190,43460380,56879190,36860100,43667240,53988670,52383140,56982700,65791110,30568580,53892730,62151520
"1379","sp|Q7TSI3|PP6R1_MOUSE Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Mus musculus OX=10090 GN=Ppp6r1 PE=1 SV=1","sp|Q7TSI3|PP6R1_MOUSE","95 kDa",6,0.999136599,0,1745964,1287160,1396468,2720962,1400168,1265721,2580802,1750506,1844360,1191886,1306566,2559434,1861789,916112.6,1414844,692962.4,1405936,1263994,1459375,1429653,1614198,1484916,1476002,762489.1,1947991,1550752,651801.8,1286191,1509591,1401997,918116.5,1000733,984086.8,1783976,1081044,902196.8
"1380","sp|Q6ZWV3|RL10_MOUSE 60S ribosomal protein L10 OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=3","sp|Q6ZWV3|RL10_MOUSE","25 kDa",4,0.999136311,0,3469790,5175906,3168641,5192419,4511171,2980675,4029550,2661506,3387848,5101444,5674171,5338842,4772603,4528008,6696577,6076050,5102564,6429264,4888146,6605660,7945098,4180046,3149232,4285334,6101252,4597067,5019657,2211685,4150580,5715564,1834754,5097189,5568198,4535416,4528092,4441226
"1381","sp|P62918|RL8_MOUSE 60S ribosomal protein L8 OS=Mus musculus OX=10090 GN=Rpl8 PE=1 SV=2","sp|P62918|RL8_MOUSE","28 kDa",2,0.999135688,0,11301100,15062400,11194050,18306410,16430910,20899000,21754620,10439220,12167230,6514605,7571424,14414610,13342020,9757304,11448500,14938330,12428040,12432560,14127120,16184230,14740040,11169990,9482482,12895190,13592460,13220550,13991810,8123975,9225859,9830382,10896030,11760130,13232540,12979280,13255120,15647630
"1382","sp|Q922R8|PDIA6_MOUSE Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=3","sp|Q922R8|PDIA6_MOUSE","48 kDa",6,0.999135094,0,14664300,15027200,13170470,22079650,19285980,16194060,21586070,15844040,14363680,7118576,10717410,15591910,14983870,7088891,8982738,15784580,16425220,9264402,14270770,14261310,10103110,17968420,20305020,14032610,17305610,17403510,13248720,16488990,14664230,12712200,16580870,15719800,12837320,17699370,15798990,13342580
"1383","sp|Q9DBD0|ICA_MOUSE Inhibitor of carbonic anhydrase OS=Mus musculus OX=10090 GN=Ica PE=1 SV=1","sp|Q9DBD0|ICA_MOUSE","77 kDa",14,0.999132574,0,10138640,8707744,9926609,13895550,9774470,13172280,21246400,5787128,4178963,3619758,5226135,10778560,9232000,6066111,7628324,7996066,9780117,8064166,10600600,10179340,8911175,12489960,9220573,9841214,13007890,10030560,8217309,16368570,12756340,13479110,13995500,9944838,10494980,10890530,10646500,11448990
"1384","sp|P56873|ZNRD2_MOUSE Protein ZNRD2 OS=Mus musculus OX=10090 GN=Znrd2 PE=1 SV=1","sp|P56873|ZNRD2_MOUSE","21 kDa",2,0.999130471,0,977435.2,924392.8,870086.3,1499807,1432750,591837.5,952505.6,1193006,944471.2,561176.2,896330,1186990,1284555,635401.4,934259.6,1351307,1335148,1014616,1363645,993358.6,905714.2,1053997,1163610,1248861,1144839,1281381,1350736,926855.3,1026334,918600.5,807386.7,656081.7,799037.9,1140711,872171.4,1079098
"1385","sp|O70310|NMT1_MOUSE Glycylpeptide N-tetradecanoyltransferase 1 OS=Mus musculus OX=10090 GN=Nmt1 PE=1 SV=1","sp|O70310|NMT1_MOUSE","57 kDa",7,0.999129811,0,2048411,1312547,1938778,2816136,2691554,2166845,2993568,1719841,1247587,1463118,1460443,2389169,1948990,1418199,1791201,1826030,2283796,1973207,1931541,1762943,1333034,1927118,2355948,2241101,1981377,2111806,1859292,1605110,1559769,1665475,1742915,1529177,1329659,1997172,1793326,1832453
"1386","sp|P52760|RIDA_MOUSE 2-iminobutanoate/2-iminopropanoate deaminase OS=Mus musculus OX=10090 GN=Rida PE=1 SV=3","sp|P52760|RIDA_MOUSE","14 kDa",4,0.999129293,0,1649323,1388294,948197.2,1420900,716587,1625534,2312475,1670282,1654352,784291.2,1262412,1943251,1965186,1126376,864696.9,769308.1,1200228,263846,1885232,1692492,1003979,1615583,1583315,1570405,2101825,1400223,1888269,2206964,1634930,1278172,2226120,1451983,1303893,2193701,2164731,1564579
"1387","sp|Q9JKF1|IQGA1_MOUSE Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus OX=10090 GN=Iqgap1 PE=1 SV=2","sp|Q9JKF1|IQGA1_MOUSE","189 kDa",21,0.999128842,0,11695670,11861660,10880930,18608340,15757290,10518700,15252550,15633410,13769930,7139899,9670317,13943260,13217220,8703987,8750336,12851730,12824060,9605735,13254830,11625720,9029143,13062090,15586870,11967390,11705100,12011200,10831330,11552450,11306890,10501450,11854230,11094510,9430009,11329920,10387430,8822282
"1388","sp|Q921S7|RM37_MOUSE 39S ribosomal protein L37, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl37 PE=1 SV=1","sp|Q921S7|RM37_MOUSE","48 kDa",4,0.999128165,0,1466661,1411553,1113150,2672625,1955206,936886.2,3466713,1889223,1758668,455269.9,1065246,1803091,1510383,747906.8,1160242,1324079,1308260,668327.5,1507318,1513061,1042175,1995283,1892690,1200834,1355725,1278940,990530.2,1335871,1349834,798648.5,1264111,1377873,871253.5,1462092,1017062,964285.7
"1389","sp|O55023|IMPA1_MOUSE Inositol monophosphatase 1 OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1","sp|O55023|IMPA1_MOUSE","30 kDa",10,0.999126594,0,50311450,45002130,34659640,80782300,66269160,43841920,75894770,59530590,52495360,20680580,32691140,52254530,48694560,23215240,29877760,47019900,47354230,25417220,47950250,46252980,28854920,48488520,50676190,32434120,53780950,45975060,33910190,47495910,43542380,30453210,45660200,41515820,30999960,45377230,39830160,31846360
"1390","sp|Q8BGX2|TIM29_MOUSE Mitochondrial import inner membrane translocase subunit Tim29 OS=Mus musculus OX=10090 GN=Timm29 PE=1 SV=1","sp|Q8BGX2|TIM29_MOUSE","29 kDa",5,0.999124883,0,1776353,2642536,1940096,2554614,2231645,935821.1,2160545,2394944,1850297,1589910,1992470,1959440,2412754,1225226,1798461,2279865,2398107,1711032,2310052,2259975,1582809,2210410,1439356,2380820,2258372,2060024,2276546,1997223,2088499,1719460,2536531,2285487,1696842,1918525,2641724,1648725
"1391","sp|Q6P542|ABCF1_MOUSE ATP-binding cassette sub-family F member 1 OS=Mus musculus OX=10090 GN=Abcf1 PE=1 SV=1","sp|Q6P542|ABCF1_MOUSE","95 kDa",8,0.999124792,0,1695836,1756441,2132635,2884573,2307066,2799203,2786918,2264786,2134108,1161033,2136711,2390360,2326766,1883155,1982369,2368246,2461818,2062872,2061807,1911316,1847346,1688207,1966498,1872580,1524796,1930631,1699148,1351184,1260329,1288257,1436609,1410114,1356665,1650426,1363823,1469955
"1392","sp|Q8CG72|ARHL2_MOUSE ADP-ribose glycohydrolase ARH3 OS=Mus musculus OX=10090 GN=Adprhl2 PE=1 SV=1","sp|Q8CG72|ARHL2_MOUSE","39 kDa",3,0.999123907,0,2855043,2285896,2175742,5239586,4797095,2782460,4787902,3734297,2975336,985452.4,2040610,3376470,3147300,1013748,2360471,2920925,2760260,1326496,2718540,2750388,1917586,3315072,3616517,2133792,3162739,3289316,1978081,3063047,2972913,2170343,2575460,2710719,2320487,3177211,2748770,2387448
"1393","sp|Q4VAE3|TMM65_MOUSE Transmembrane protein 65 OS=Mus musculus OX=10090 GN=Tmem65 PE=1 SV=1","sp|Q4VAE3|TMM65_MOUSE","25 kDa",7,0.999122479,0,13790490,14299700,11220520,27111620,20662670,11301560,29492770,13966150,12160150,6575753,8704102,18740300,15899920,7909760,10577770,12756130,14669590,8014603,15731730,14666860,9991089,19321260,20212600,14908100,15044270,15838000,11546300,13654110,13080060,9645621,14033990,13293390,9676998,17118690,15572760,11629920
"1394","sp|Q9QYA2|TOM40_MOUSE Mitochondrial import receptor subunit TOM40 homolog OS=Mus musculus OX=10090 GN=Tomm40 PE=1 SV=3","sp|Q9QYA2|TOM40_MOUSE","38 kDa",6,0.999121632,0,9812568,9615284,7712787,18585760,13757460,8963280,17436480,12980050,12126370,7375074,9317979,11749240,12239480,5687176,10017020,12264860,11909970,7254335,13001910,12872960,8753622,12090220,11609780,8280862,10256870,9961744,7519488,9717233,9199833,7163393,9667982,9287368,7830720,9825483,10462710,8434081
"1395","sp|Q9DCU6|RM04_MOUSE 39S ribosomal protein L4, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl4 PE=1 SV=1","sp|Q9DCU6|RM04_MOUSE","33 kDa",2,0.99912147,0,1496427,1474207,832843.2,1112479,1163486,272551.5,658173.4,724761.6,1622810,113698.5,532499.6,1696326,1422570,540513.1,471149.9,840947.6,823082.6,599238,1098358,1316448,387030.9,1804341,1614724,550892.6,1446374,965791.3,388539,1161417,1141722,487602.6,1484168,1125496,313933.1,1375376,1088700,695787.1
"1396","sp|Q61037|TSC2_MOUSE Tuberin OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1","sp|Q61037|TSC2_MOUSE","202 kDa",3,0.999117141,0,243029.4,370491.3,497779.2,796113.1,667142.7,992422.2,850299.9,246773.3,223860.3,213861.7,240819.1,363412.2,424936.5,263735.3,271612.3,311273.5,231321.7,183167.9,406730.1,152139,273271.6,526973.6,703385.2,439868.6,461663.7,313942.8,250032.8,496345,664907.2,171052.2,457894.2,327829.8,431893.3,407670.3,247894.3,277056.2
"1397","sp|Q80X85|RT07_MOUSE 28S ribosomal protein S7, mitochondrial OS=Mus musculus OX=10090 GN=Mrps7 PE=1 SV=1","sp|Q80X85|RT07_MOUSE","28 kDa",2,0.999117028,0,3370606,3802799,4631258,4674344,5204696,5571623,5559865,3007213,2611598,1855731,2594556,2418852,3482523,2430216,2760175,2117604,2821106,1996920,3232121,3050404,2665244,4441904,4529052,4504395,3851407,3128025,3308789,3535971,2766531,2441358,2895794,2975770,2971399,3074867,3763840,3223736
"1398","sp|P22315|HEMH_MOUSE Ferrochelatase, mitochondrial OS=Mus musculus OX=10090 GN=Fech PE=1 SV=2","sp|P22315|HEMH_MOUSE","47 kDa",7,0.999116644,0,6863949,6426801,5263763,11747680,8716487,6651767,7623016,7239615,6957015,3308117,3940441,6544831,6982835,3178638,5050594,9394170,7698049,5122469,7247496,6519785,4346505,5324377,5959809,5446630,6040563,4989781,4133271,4286873,4239876,3194919,4047939,3679463,3198299,4439656,3728463,3998817
"1399","sp|Q99L27|GMPR2_MOUSE GMP reductase 2 OS=Mus musculus OX=10090 GN=Gmpr2 PE=1 SV=2","sp|Q99L27|GMPR2_MOUSE","38 kDa",6,0.999116416,0,269913.9,244848.8,98407.71,1990327,1409610,1048422,1816937,468826.3,469441.8,50836.07,40411.76,243201.3,391403.5,64273.44,92047.33,398557.1,461041.6,114265,240817,539877.9,153531.6,536902.7,543361.5,231444.6,217596.4,226920.2,113014.7,180748.6,231083.6,66062.99,152529.7,134530.1,54749.05,268395.5,206678.7,107922
"1400","sp|Q8CHW4|EI2BE_MOUSE Translation initiation factor eIF-2B subunit epsilon OS=Mus musculus OX=10090 GN=Eif2b5 PE=1 SV=1","sp|Q8CHW4|EI2BE_MOUSE","80 kDa",5,0.999115304,0,2842313,2328514,3718419,4107534,4049940,4242302,4257514,2656077,3186669,3271254,3212394,3012487,3395363,2835945,2867890,2681817,3330497,2563738,3253984,3395706,1830846,3499622,3159945,3760172,2877200,2744666,3529040,2361309,3093519,2108919,3562579,2626156,2430568,2649351,2506014,3240767
"1401","sp|Q9QWK4|CD5L_MOUSE CD5 antigen-like OS=Mus musculus OX=10090 GN=Cd5l PE=1 SV=3","sp|Q9QWK4|CD5L_MOUSE","39 kDa",4,0.9991147,0,6605037,7314463,9979511,2933015,2436211,3435902,3124984,6008039,5648152,6450469,5674663,3975895,3487646,3626461,3078117,3360854,3826572,4699761,4159266,4822125,4580919,8645032,7457904,11275610,7484210,8022994,9279183,17049510,19447470,19088810,15233690,15946500,16235350,7245428,8264558,8599714
"1402","tr|O08797|O08797_MOUSE SPI6 OS=Mus musculus OX=10090 GN=Serpinb9 PE=1 SV=1","tr|O08797|O08797_MOUSE","42 kDa",9,0.999113625,0,11501270,12295780,8991905,21103320,17089540,10792030,18632410,15538640,14417020,5861428,9251919,13981920,12171470,4759614,8889002,11711280,12070030,6608526,12404210,13058790,7820856,13405310,14322610,9735976,11176880,9151113,8749663,10142020,9139436,5232715,8279899,8351250,5608879,9960792,8959689,7033520
"1403","sp|P52196|THTR_MOUSE Thiosulfate sulfurtransferase OS=Mus musculus OX=10090 GN=Tst PE=1 SV=3","sp|P52196|THTR_MOUSE","33 kDa",9,0.99911093,0,2384449,2153069,852159.7,4067355,2874750,609458.4,2242906,2879672,2491531,307010,1104013,2996867,2388036,672448.7,1220086,2199373,1830282,471511.1,2234676,2329659,866273.4,3307354,3014615,1419893,2365027,1883457,797743.2,1482586,998524.3,662277.7,1593664,1560492,872580.4,1674373,1426808,776657.8
"1404","sp|Q8VHL1|SETD7_MOUSE Histone-lysine N-methyltransferase SETD7 OS=Mus musculus OX=10090 GN=Setd7 PE=1 SV=2","sp|Q8VHL1|SETD7_MOUSE","41 kDa",4,0.999109484,0,93613.56,1477575,1346096,558761.8,670267.5,1080094,560536.4,1290310,172028.3,680974.5,490325,539671.6,365346.6,436525.3,311935.2,488643.9,431030.2,494171,631864.4,666964,445516,248178.4,476913,213046.3,642810.6,275376.9,938894.2,1696963,1475239,178480.5,1785734,1480446,1389666,1112633,579419.8,791077.6
